namespace,schema_sha256,topic_uuid,topic_name,topic_options,question_uuid,question_label,question_text,question_type,question_hint_type,question_next_questions,alpha_distance,question_options,answer_count,answer_uuid,answer_label,answer_content,answer_next_questions,highlight,require_highlight,answer_options
Covid_Evidence2020_03_21,45dce5251bd3ea6e908fa33ac9e6a8e17e6830215912ce1626cf4206e159819c,32fbc0da-a6c1-418d-a1c3-1a62dc841049,Evidence Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",1a84fe91-82a0-4391-b25b-6e9674b806d9,T1.Q10,"Given the information you have, how likely is it that the apparent pattern is a result of random statistical variation or error (noise)?",RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",5,62751dbf-ff76-49e6-9070-66215389acde,T1.Q10.A4,Somewhat Unlikely,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid_Evidence2020_03_21,45dce5251bd3ea6e908fa33ac9e6a8e17e6830215912ce1626cf4206e159819c,32fbc0da-a6c1-418d-a1c3-1a62dc841049,Evidence Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",1a84fe91-82a0-4391-b25b-6e9674b806d9,T1.Q10,"Given the information you have, how likely is it that the apparent pattern is a result of random statistical variation or error (noise)?",RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",5,443d94fe-c0a2-4a8b-819f-9253a570f788,T1.Q10.A5,Very Unlikely,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid_Evidence2020_03_21,45dce5251bd3ea6e908fa33ac9e6a8e17e6830215912ce1626cf4206e159819c,32fbc0da-a6c1-418d-a1c3-1a62dc841049,Evidence Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",322b3640-23b1-40cd-935e-5fb7a65d17b3,T1.Q11,"Given the information you have, how likely is it that the apparent pattern is a result of some systematic error (a systematic bias in the study that could not be cancelled out by collecting more data)?",RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",5,33f9bec1-c2d4-4ce3-ba06-a6a50acc5ed6,T1.Q11.A1,Extremely Likely,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid_Evidence2020_03_21,45dce5251bd3ea6e908fa33ac9e6a8e17e6830215912ce1626cf4206e159819c,32fbc0da-a6c1-418d-a1c3-1a62dc841049,Evidence Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",322b3640-23b1-40cd-935e-5fb7a65d17b3,T1.Q11,"Given the information you have, how likely is it that the apparent pattern is a result of some systematic error (a systematic bias in the study that could not be cancelled out by collecting more data)?",RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",5,0b110378-85db-4778-9524-3f9a263922e9,T1.Q11.A2,Somewhat Likely,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid_Evidence2020_03_21,45dce5251bd3ea6e908fa33ac9e6a8e17e6830215912ce1626cf4206e159819c,32fbc0da-a6c1-418d-a1c3-1a62dc841049,Evidence Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",322b3640-23b1-40cd-935e-5fb7a65d17b3,T1.Q11,"Given the information you have, how likely is it that the apparent pattern is a result of some systematic error (a systematic bias in the study that could not be cancelled out by collecting more data)?",RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",5,e7da0f8e-592a-4176-9a96-1352acd29b49,T1.Q11.A3,Not Sure,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid_Evidence2020_03_21,45dce5251bd3ea6e908fa33ac9e6a8e17e6830215912ce1626cf4206e159819c,32fbc0da-a6c1-418d-a1c3-1a62dc841049,Evidence Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",322b3640-23b1-40cd-935e-5fb7a65d17b3,T1.Q11,"Given the information you have, how likely is it that the apparent pattern is a result of some systematic error (a systematic bias in the study that could not be cancelled out by collecting more data)?",RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",5,6a8b58aa-2748-4697-995b-c1a34149f70d,T1.Q11.A4,Somewhat Unlikely,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid_Evidence2020_03_21,45dce5251bd3ea6e908fa33ac9e6a8e17e6830215912ce1626cf4206e159819c,32fbc0da-a6c1-418d-a1c3-1a62dc841049,Evidence Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",322b3640-23b1-40cd-935e-5fb7a65d17b3,T1.Q11,"Given the information you have, how likely is it that the apparent pattern is a result of some systematic error (a systematic bias in the study that could not be cancelled out by collecting more data)?",RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",5,6969582f-6eee-4c27-97c6-59b5af71ddc5,T1.Q11.A5,Very Unlikely,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid_Evidence2020_03_21,45dce5251bd3ea6e908fa33ac9e6a8e17e6830215912ce1626cf4206e159819c,32fbc0da-a6c1-418d-a1c3-1a62dc841049,Evidence Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",d2630d24-9255-4b41-bfdc-226df5fab20c,T1.Q12,Does the author suggest in any way that further evidence might improve our understanding of the topic?,RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",4,4feb3c85-9fc3-442c-a1a3-e3690b887444,T1.Q12.A1,"Yes, explicitly",,1,1,"{""case_numbers"": false, ""highlight"": true, ""version"": ""4"", ""require_highlight"": true}"
Covid_Evidence2020_03_21,45dce5251bd3ea6e908fa33ac9e6a8e17e6830215912ce1626cf4206e159819c,32fbc0da-a6c1-418d-a1c3-1a62dc841049,Evidence Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",d2630d24-9255-4b41-bfdc-226df5fab20c,T1.Q12,Does the author suggest in any way that further evidence might improve our understanding of the topic?,RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",4,a0972088-cb65-4764-a4ee-3be2b2bd100a,T1.Q12.A2,"Yes, implicitly",,1,1,"{""case_numbers"": false, ""highlight"": true, ""version"": ""4"", ""require_highlight"": true}"
Covid_Evidence2020_03_21,45dce5251bd3ea6e908fa33ac9e6a8e17e6830215912ce1626cf4206e159819c,32fbc0da-a6c1-418d-a1c3-1a62dc841049,Evidence Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",d2630d24-9255-4b41-bfdc-226df5fab20c,T1.Q12,Does the author suggest in any way that further evidence might improve our understanding of the topic?,RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",4,3ab5de46-c20d-468f-bc74-4738378bdc11,T1.Q12.A3,I can't tell,,0,1,"{""case_numbers"": false, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid_Evidence2020_03_21,45dce5251bd3ea6e908fa33ac9e6a8e17e6830215912ce1626cf4206e159819c,32fbc0da-a6c1-418d-a1c3-1a62dc841049,Evidence Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",d2630d24-9255-4b41-bfdc-226df5fab20c,T1.Q12,Does the author suggest in any way that further evidence might improve our understanding of the topic?,RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",4,e2e6a7d3-ad12-4ba6-ab81-f7f73bc68a83,T1.Q12.A4,"No, not at all",,0,1,"{""case_numbers"": false, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid_Evidence2020_03_21,45dce5251bd3ea6e908fa33ac9e6a8e17e6830215912ce1626cf4206e159819c,32fbc0da-a6c1-418d-a1c3-1a62dc841049,Evidence Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",6a3b1ddb-9528-4047-9fee-e3d0ab33b363,T1.Q13,"How difficult was this task for you, on the whole?",RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",10,ddf74435-b922-4e23-a366-0108fac84664,T1.Q13.A1,1: Easier than anything I've ever done in a classroom setting,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid_Evidence2020_03_21,45dce5251bd3ea6e908fa33ac9e6a8e17e6830215912ce1626cf4206e159819c,32fbc0da-a6c1-418d-a1c3-1a62dc841049,Evidence Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",6a3b1ddb-9528-4047-9fee-e3d0ab33b363,T1.Q13,"How difficult was this task for you, on the whole?",RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",10,10a1ef0b-5c49-4826-9f7b-70b435d65710,T1.Q13.A2,2,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid_Evidence2020_03_21,45dce5251bd3ea6e908fa33ac9e6a8e17e6830215912ce1626cf4206e159819c,32fbc0da-a6c1-418d-a1c3-1a62dc841049,Evidence Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",6a3b1ddb-9528-4047-9fee-e3d0ab33b363,T1.Q13,"How difficult was this task for you, on the whole?",RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",10,750aba1a-0798-429c-b73b-a12f61a74f31,T1.Q13.A3,3,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid_Evidence2020_03_21,45dce5251bd3ea6e908fa33ac9e6a8e17e6830215912ce1626cf4206e159819c,32fbc0da-a6c1-418d-a1c3-1a62dc841049,Evidence Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",6a3b1ddb-9528-4047-9fee-e3d0ab33b363,T1.Q13,"How difficult was this task for you, on the whole?",RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",10,1d96c31d-db29-44c0-b9c3-24209075714d,T1.Q13.A4,4,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid_Evidence2020_03_21,45dce5251bd3ea6e908fa33ac9e6a8e17e6830215912ce1626cf4206e159819c,32fbc0da-a6c1-418d-a1c3-1a62dc841049,Evidence Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",6a3b1ddb-9528-4047-9fee-e3d0ab33b363,T1.Q13,"How difficult was this task for you, on the whole?",RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",10,73d8f381-e2b9-41fd-ac96-e17752b6c26a,T1.Q13.A5,5: Middling difficulty,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid_Evidence2020_03_21,45dce5251bd3ea6e908fa33ac9e6a8e17e6830215912ce1626cf4206e159819c,32fbc0da-a6c1-418d-a1c3-1a62dc841049,Evidence Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",6a3b1ddb-9528-4047-9fee-e3d0ab33b363,T1.Q13,"How difficult was this task for you, on the whole?",RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",10,c296eb9d-def0-4a2e-91a4-f27215a4333c,T1.Q13.A6,6,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid_Evidence2020_03_21,45dce5251bd3ea6e908fa33ac9e6a8e17e6830215912ce1626cf4206e159819c,32fbc0da-a6c1-418d-a1c3-1a62dc841049,Evidence Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",6a3b1ddb-9528-4047-9fee-e3d0ab33b363,T1.Q13,"How difficult was this task for you, on the whole?",RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",10,c7baf7d9-9855-429d-a6bb-0101a55b7e57,T1.Q13.A7,7,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid_Evidence2020_03_21,45dce5251bd3ea6e908fa33ac9e6a8e17e6830215912ce1626cf4206e159819c,32fbc0da-a6c1-418d-a1c3-1a62dc841049,Evidence Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",6a3b1ddb-9528-4047-9fee-e3d0ab33b363,T1.Q13,"How difficult was this task for you, on the whole?",RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",10,ae97521f-592f-434f-a909-1d84ff339d70,T1.Q13.A8,8,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid_Evidence2020_03_21,45dce5251bd3ea6e908fa33ac9e6a8e17e6830215912ce1626cf4206e159819c,32fbc0da-a6c1-418d-a1c3-1a62dc841049,Evidence Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",6a3b1ddb-9528-4047-9fee-e3d0ab33b363,T1.Q13,"How difficult was this task for you, on the whole?",RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",10,be988095-0b89-4403-824b-d0fef8248cfd,T1.Q13.A9,9,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid_Evidence2020_03_21,45dce5251bd3ea6e908fa33ac9e6a8e17e6830215912ce1626cf4206e159819c,32fbc0da-a6c1-418d-a1c3-1a62dc841049,Evidence Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",6a3b1ddb-9528-4047-9fee-e3d0ab33b363,T1.Q13,"How difficult was this task for you, on the whole?",RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",10,5b05991b-9880-4e3e-9e16-47af94e4f210,T1.Q13.A10,10: Harder than anything I've ever done in a classroom setting,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid_Evidence2020_03_21,45dce5251bd3ea6e908fa33ac9e6a8e17e6830215912ce1626cf4206e159819c,32fbc0da-a6c1-418d-a1c3-1a62dc841049,Evidence Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",b6aedaf6-39e5-4a2b-b01e-8df580dc86dd,T1.Q14,"How confident are you about your answers, on the whole?",RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",10,dc83fa58-6237-4cf4-9457-1cb0cb6ba1ea,T1.Q14.A1,1: I was guessing randomly for everything,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid_Evidence2020_03_21,45dce5251bd3ea6e908fa33ac9e6a8e17e6830215912ce1626cf4206e159819c,32fbc0da-a6c1-418d-a1c3-1a62dc841049,Evidence Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",b6aedaf6-39e5-4a2b-b01e-8df580dc86dd,T1.Q14,"How confident are you about your answers, on the whole?",RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",10,da2d441c-b07b-4aef-a4c4-3a3968623b06,T1.Q14.A2,2,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid_Evidence2020_03_21,45dce5251bd3ea6e908fa33ac9e6a8e17e6830215912ce1626cf4206e159819c,32fbc0da-a6c1-418d-a1c3-1a62dc841049,Evidence Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",b6aedaf6-39e5-4a2b-b01e-8df580dc86dd,T1.Q14,"How confident are you about your answers, on the whole?",RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",10,6e6b0ea0-8785-4849-a714-a96ac432f889,T1.Q14.A3,3,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid_Evidence2020_03_21,45dce5251bd3ea6e908fa33ac9e6a8e17e6830215912ce1626cf4206e159819c,32fbc0da-a6c1-418d-a1c3-1a62dc841049,Evidence Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",b6aedaf6-39e5-4a2b-b01e-8df580dc86dd,T1.Q14,"How confident are you about your answers, on the whole?",RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",10,80687d0a-3801-4c36-b7b8-03b0576f1fdf,T1.Q14.A4,4,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid_Evidence2020_03_21,45dce5251bd3ea6e908fa33ac9e6a8e17e6830215912ce1626cf4206e159819c,32fbc0da-a6c1-418d-a1c3-1a62dc841049,Evidence Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",b6aedaf6-39e5-4a2b-b01e-8df580dc86dd,T1.Q14,"How confident are you about your answers, on the whole?",RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",10,d4696215-f81b-46da-b965-b9377f68e6bb,T1.Q14.A5,5: 50-50,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid_Evidence2020_03_21,45dce5251bd3ea6e908fa33ac9e6a8e17e6830215912ce1626cf4206e159819c,32fbc0da-a6c1-418d-a1c3-1a62dc841049,Evidence Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",b6aedaf6-39e5-4a2b-b01e-8df580dc86dd,T1.Q14,"How confident are you about your answers, on the whole?",RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",10,93ef2cd9-7070-469a-9360-fd73294348ad,T1.Q14.A6,6,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid_Evidence2020_03_21,45dce5251bd3ea6e908fa33ac9e6a8e17e6830215912ce1626cf4206e159819c,32fbc0da-a6c1-418d-a1c3-1a62dc841049,Evidence Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",b6aedaf6-39e5-4a2b-b01e-8df580dc86dd,T1.Q14,"How confident are you about your answers, on the whole?",RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",10,d5cfa621-a240-4ac2-b702-13d7117a947a,T1.Q14.A7,7,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid_Evidence2020_03_21,45dce5251bd3ea6e908fa33ac9e6a8e17e6830215912ce1626cf4206e159819c,32fbc0da-a6c1-418d-a1c3-1a62dc841049,Evidence Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",b6aedaf6-39e5-4a2b-b01e-8df580dc86dd,T1.Q14,"How confident are you about your answers, on the whole?",RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",10,b893fb09-085e-4997-b6b6-c1fd83735056,T1.Q14.A8,8,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid_Evidence2020_03_21,45dce5251bd3ea6e908fa33ac9e6a8e17e6830215912ce1626cf4206e159819c,32fbc0da-a6c1-418d-a1c3-1a62dc841049,Evidence Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",b6aedaf6-39e5-4a2b-b01e-8df580dc86dd,T1.Q14,"How confident are you about your answers, on the whole?",RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",10,8193d6e2-9ccb-4993-a130-bfcc7c99dd85,T1.Q14.A9,9,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid_Evidence2020_03_21,45dce5251bd3ea6e908fa33ac9e6a8e17e6830215912ce1626cf4206e159819c,32fbc0da-a6c1-418d-a1c3-1a62dc841049,Evidence Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",b6aedaf6-39e5-4a2b-b01e-8df580dc86dd,T1.Q14,"How confident are you about your answers, on the whole?",RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",10,56469258-37c9-42cb-b5ae-60f5764b08e6,T1.Q14.A10,10: 100% certain about all my answers,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
